delivery_id,carrier_id,origin,destination,distance_km,scheduled_date,actual_date,is_late,weather_condition,traffic_delay_hrs
DEL_026,CARRIER_A,WH_NORTH,RETAIL_2,195,27-08-2026,27-08-2026,0,CLEAR,0.3
DEL_027,CARRIER_A,WH_NORTH,RETAIL_2,202,28-08-2026,28-08-2026,0,CLEAR,0.3
DEL_028,CARRIER_A,WH_CENTRAL,RETAIL_1,336,29-08-2026,29-08-2026,0,RAIN,0.9
DEL_029,CARRIER_B,WH_NORTH,HUB_WEST,450,30-08-2026,30-08-2026,0,CLEAR,0.1
DEL_030,CARRIER_C,WH_NORTH,RETAIL_1,412,31-08-2026,31-08-2026,0,CLEAR,0.0
DEL_031,CARRIER_C,WH_CENTRAL,HUB_WEST,345,01-09-2026,01-09-2026,0,CLEAR,0.5
DEL_032,CARRIER_B,WH_CENTRAL,HUB_WEST,147,02-09-2026,02-09-2026,0,CLEAR,0.6
DEL_033,CARRIER_C,WH_CENTRAL,RETAIL_2,597,03-09-2026,03-09-2026,0,CLEAR,0.0
DEL_034,CARRIER_A,WH_CENTRAL,HUB_WEST,531,04-09-2026,06-09-2026,1,CLEAR,0.1
DEL_035,CARRIER_A,WH_CENTRAL,RETAIL_3,266,05-09-2026,05-09-2026,0,RAIN,0.9
DEL_036,CARRIER_B,WH_NORTH,HUB_WEST,278,06-09-2026,06-09-2026,0,CLEAR,0.7
DEL_037,CARRIER_A,WH_NORTH,RETAIL_1,93,07-09-2026,07-09-2026,0,RAIN,3.3
DEL_038,CARRIER_C,WH_CENTRAL,RETAIL_1,61,08-09-2026,08-09-2026,0,CLEAR,0.4
DEL_039,CARRIER_B,WH_CENTRAL,HUB_WEST,423,09-09-2026,09-09-2026,0,CLEAR,0.8
DEL_040,CARRIER_B,WH_NORTH,RETAIL_3,538,10-09-2026,10-09-2026,0,STORM,0.0
DEL_041,CARRIER_A,WH_CENTRAL,RETAIL_1,135,11-09-2026,15-09-2026,1,STORM,0.0
DEL_042,CARRIER_C,WH_NORTH,HUB_WEST,547,12-09-2026,12-09-2026,0,CLEAR,0.3
DEL_043,CARRIER_B,WH_CENTRAL,HUB_WEST,451,13-09-2026,13-09-2026,0,CLEAR,0.2
DEL_044,CARRIER_C,WH_NORTH,RETAIL_2,237,14-09-2026,14-09-2026,0,CLEAR,0.4
DEL_045,CARRIER_A,WH_NORTH,RETAIL_1,413,15-09-2026,15-09-2026,0,CLEAR,0.3
DEL_046,CARRIER_B,WH_NORTH,RETAIL_3,210,16-09-2026,16-09-2026,0,RAIN,1.0
DEL_047,CARRIER_A,WH_NORTH,HUB_WEST,595,17-09-2026,17-09-2026,0,CLEAR,0.4
DEL_048,CARRIER_A,WH_CENTRAL,RETAIL_2,88,18-09-2026,20-09-2026,1,CLEAR,0.0
DEL_049,CARRIER_B,WH_NORTH,RETAIL_1,321,19-09-2026,19-09-2026,0,RAIN,4.1
DEL_050,CARRIER_C,WH_CENTRAL,RETAIL_2,389,20-09-2026,20-09-2026,0,RAIN,0.3
DEL_051,CARRIER_C,WH_CENTRAL,RETAIL_1,331,21-09-2026,21-09-2026,0,CLEAR,0.9
DEL_052,CARRIER_A,WH_CENTRAL,RETAIL_1,482,22-09-2026,23-09-2026,1,CLEAR,1.7
DEL_053,CARRIER_C,WH_CENTRAL,RETAIL_2,608,23-09-2026,24-09-2026,1,CLEAR,0.6
DEL_054,CARRIER_B,WH_CENTRAL,RETAIL_2,482,24-09-2026,24-09-2026,0,CLEAR,1.1
DEL_055,CARRIER_A,WH_CENTRAL,RETAIL_3,154,25-09-2026,25-09-2026,0,RAIN,1.3
DEL_056,CARRIER_A,WH_NORTH,RETAIL_1,417,26-09-2026,26-09-2026,0,CLEAR,0.1
DEL_057,CARRIER_C,WH_NORTH,RETAIL_1,520,27-09-2026,27-09-2026,0,CLEAR,0.3
DEL_058,CARRIER_B,WH_CENTRAL,RETAIL_3,420,28-09-2026,28-09-2026,0,CLEAR,0.1
DEL_059,CARRIER_C,WH_CENTRAL,RETAIL_1,283,29-09-2026,29-09-2026,0,RAIN,0.3
DEL_060,CARRIER_B,WH_CENTRAL,RETAIL_2,153,30-09-2026,30-09-2026,0,RAIN,0.7
DEL_061,CARRIER_B,WH_NORTH,HUB_WEST,423,01-10-2026,01-10-2026,0,CLEAR,0.0
DEL_062,CARRIER_B,WH_CENTRAL,RETAIL_3,123,02-10-2026,04-10-2026,1,STORM,2.6
DEL_063,CARRIER_A,WH_CENTRAL,RETAIL_2,523,03-10-2026,03-10-2026,0,RAIN,1.0
DEL_064,CARRIER_B,WH_NORTH,RETAIL_2,382,04-10-2026,04-10-2026,0,CLEAR,0.0
DEL_065,CARRIER_A,WH_CENTRAL,RETAIL_1,373,05-10-2026,06-10-2026,1,RAIN,1.8
DEL_066,CARRIER_A,WH_CENTRAL,RETAIL_3,267,06-10-2026,06-10-2026,0,CLEAR,0.1
DEL_067,CARRIER_B,WH_NORTH,RETAIL_2,321,07-10-2026,08-10-2026,1,STORM,3.4
DEL_068,CARRIER_C,WH_NORTH,HUB_WEST,458,08-10-2026,09-10-2026,1,STORM,3.1
DEL_069,CARRIER_A,WH_NORTH,RETAIL_1,98,09-10-2026,09-10-2026,0,CLEAR,0.1
DEL_070,CARRIER_A,WH_CENTRAL,HUB_WEST,115,10-10-2026,10-10-2026,0,CLEAR,0.2
DEL_071,CARRIER_C,WH_NORTH,RETAIL_3,616,11-10-2026,11-10-2026,0,CLEAR,0.5
DEL_072,CARRIER_A,WH_CENTRAL,RETAIL_3,398,12-10-2026,12-10-2026,0,CLEAR,0.5
DEL_073,CARRIER_B,WH_CENTRAL,HUB_WEST,53,13-10-2026,17-10-2026,1,RAIN,2.1
DEL_074,CARRIER_C,WH_NORTH,RETAIL_2,569,14-10-2026,14-10-2026,0,CLEAR,0.1
DEL_075,CARRIER_C,WH_NORTH,RETAIL_2,206,15-10-2026,15-10-2026,0,CLEAR,0.1
DEL_076,CARRIER_A,WH_CENTRAL,RETAIL_3,550,16-10-2026,19-10-2026,1,CLEAR,3.3
DEL_077,CARRIER_B,WH_CENTRAL,RETAIL_1,296,17-10-2026,17-10-2026,0,CLEAR,0.0
DEL_078,CARRIER_A,WH_CENTRAL,HUB_WEST,120,18-10-2026,22-10-2026,1,RAIN,1.8
DEL_079,CARRIER_C,WH_CENTRAL,RETAIL_2,536,19-10-2026,22-10-2026,1,RAIN,3.6
DEL_080,CARRIER_A,WH_NORTH,HUB_WEST,266,20-10-2026,20-10-2026,0,CLEAR,0.0
DEL_081,CARRIER_C,WH_CENTRAL,RETAIL_3,458,21-10-2026,21-10-2026,0,CLEAR,0.7
DEL_082,CARRIER_C,WH_NORTH,HUB_WEST,579,22-10-2026,22-10-2026,0,CLEAR,0.2
DEL_083,CARRIER_A,WH_CENTRAL,RETAIL_1,396,23-10-2026,24-10-2026,1,CLEAR,2.4
DEL_084,CARRIER_A,WH_CENTRAL,RETAIL_1,284,24-10-2026,24-10-2026,0,CLEAR,0.8
DEL_085,CARRIER_A,WH_NORTH,RETAIL_1,576,25-10-2026,26-10-2026,1,STORM,4.4
DEL_086,CARRIER_C,WH_NORTH,RETAIL_2,602,26-10-2026,27-10-2026,1,STORM,3.7
DEL_087,CARRIER_C,WH_NORTH,RETAIL_2,534,27-10-2026,29-10-2026,1,STORM,3.4
DEL_088,CARRIER_A,WH_CENTRAL,RETAIL_1,491,28-10-2026,28-10-2026,0,CLEAR,0.2
DEL_089,CARRIER_B,WH_NORTH,RETAIL_1,150,29-10-2026,29-10-2026,0,RAIN,0.3
DEL_090,CARRIER_A,WH_NORTH,RETAIL_3,161,30-10-2026,30-10-2026,0,CLEAR,0.0
DEL_091,CARRIER_A,WH_NORTH,RETAIL_2,482,31-10-2026,31-10-2026,0,CLEAR,0.2
DEL_092,CARRIER_B,WH_CENTRAL,RETAIL_1,503,01-11-2026,03-11-2026,1,RAIN,1.8
DEL_093,CARRIER_C,WH_CENTRAL,RETAIL_1,603,02-11-2026,04-11-2026,1,STORM,3.2
DEL_094,CARRIER_A,WH_CENTRAL,RETAIL_2,466,03-11-2026,03-11-2026,0,CLEAR,0.1
DEL_095,CARRIER_A,WH_NORTH,RETAIL_1,218,04-11-2026,04-11-2026,0,CLEAR,0.0
DEL_096,CARRIER_B,WH_NORTH,HUB_WEST,342,05-11-2026,05-11-2026,0,CLEAR,0.7
DEL_097,CARRIER_C,WH_NORTH,RETAIL_2,244,06-11-2026,06-11-2026,0,CLEAR,1.3
DEL_098,CARRIER_A,WH_CENTRAL,RETAIL_3,108,07-11-2026,07-11-2026,0,CLEAR,0.3
DEL_099,CARRIER_B,WH_CENTRAL,RETAIL_1,570,08-11-2026,09-11-2026,1,RAIN,2.1
DEL_100,CARRIER_A,WH_CENTRAL,RETAIL_1,290,09-11-2026,09-11-2026,0,RAIN,0.8
DEL_101,CARRIER_B,WH_CENTRAL,RETAIL_2,90,10-11-2026,10-11-2026,0,RAIN,1.6
DEL_102,CARRIER_C,WH_CENTRAL,HUB_WEST,585,11-11-2026,11-11-2026,0,CLEAR,0.3
DEL_103,CARRIER_B,WH_CENTRAL,RETAIL_3,294,12-11-2026,13-11-2026,1,RAIN,1.6
DEL_104,CARRIER_A,WH_NORTH,HUB_WEST,373,13-11-2026,13-11-2026,0,CLEAR,0.3
DEL_105,CARRIER_A,WH_CENTRAL,HUB_WEST,152,14-11-2026,14-11-2026,0,CLEAR,0.8
DEL_106,CARRIER_A,WH_NORTH,RETAIL_2,407,15-11-2026,15-11-2026,0,CLEAR,0.1
DEL_107,CARRIER_A,WH_NORTH,RETAIL_3,211,16-11-2026,17-11-2026,1,RAIN,1.9
DEL_108,CARRIER_C,WH_NORTH,RETAIL_1,617,17-11-2026,17-11-2026,0,CLEAR,0.1
DEL_109,CARRIER_C,WH_CENTRAL,RETAIL_2,320,18-11-2026,18-11-2026,0,CLEAR,0.7
DEL_110,CARRIER_A,WH_CENTRAL,RETAIL_3,338,19-11-2026,19-11-2026,0,CLEAR,0.1
DEL_111,CARRIER_C,WH_NORTH,RETAIL_2,320,20-11-2026,21-11-2026,1,RAIN,2.0
DEL_112,CARRIER_B,WH_CENTRAL,RETAIL_1,483,21-11-2026,21-11-2026,0,CLEAR,0.1
DEL_113,CARRIER_A,WH_CENTRAL,RETAIL_3,183,22-11-2026,22-11-2026,0,CLEAR,0.0
DEL_114,CARRIER_B,WH_CENTRAL,HUB_WEST,614,23-11-2026,25-11-2026,1,RAIN,2.7
DEL_115,CARRIER_C,WH_CENTRAL,RETAIL_1,127,24-11-2026,27-11-2026,1,RAIN,2.0
DEL_116,CARRIER_C,WH_CENTRAL,RETAIL_1,428,25-11-2026,25-11-2026,0,CLEAR,0.1
DEL_117,CARRIER_A,WH_NORTH,RETAIL_2,92,26-11-2026,27-11-2026,1,RAIN,2.4
DEL_118,CARRIER_A,WH_NORTH,RETAIL_2,305,27-11-2026,27-11-2026,0,CLEAR,0.1
DEL_119,CARRIER_B,WH_NORTH,RETAIL_2,292,28-11-2026,28-11-2026,0,CLEAR,0.1
DEL_120,CARRIER_A,WH_NORTH,RETAIL_1,233,29-11-2026,01-12-2026,1,STORM,3.5
DEL_121,CARRIER_B,WH_NORTH,RETAIL_2,323,30-11-2026,30-11-2026,0,CLEAR,0.3
DEL_122,CARRIER_C,WH_CENTRAL,HUB_WEST,89,01-12-2026,01-12-2026,0,CLEAR,0.1
DEL_123,CARRIER_A,WH_CENTRAL,HUB_WEST,408,02-12-2026,02-12-2026,0,CLEAR,0.3
DEL_124,CARRIER_A,WH_CENTRAL,RETAIL_1,247,03-12-2026,03-12-2026,0,CLEAR,0.8
DEL_125,CARRIER_B,WH_CENTRAL,RETAIL_3,409,04-12-2026,06-12-2026,1,STORM,3.9
DEL_126,CARRIER_B,WH_NORTH,RETAIL_1,168,05-12-2026,08-12-2026,1,STORM,1.7
DEL_127,CARRIER_B,WH_CENTRAL,RETAIL_3,89,06-12-2026,06-12-2026,0,RAIN,1.3
DEL_128,CARRIER_A,WH_NORTH,RETAIL_3,371,07-12-2026,08-12-2026,1,RAIN,1.8
DEL_129,CARRIER_C,WH_CENTRAL,HUB_WEST,244,08-12-2026,09-12-2026,1,STORM,2.4
DEL_130,CARRIER_C,WH_NORTH,RETAIL_1,582,09-12-2026,12-12-2026,1,STORM,2.1
DEL_131,CARRIER_C,WH_CENTRAL,RETAIL_3,491,10-12-2026,11-12-2026,1,RAIN,2.2
DEL_132,CARRIER_C,WH_NORTH,RETAIL_3,177,11-12-2026,13-12-2026,1,RAIN,1.0
DEL_133,CARRIER_B,WH_NORTH,HUB_WEST,384,12-12-2026,13-12-2026,1,STORM,3.5
DEL_134,CARRIER_B,WH_CENTRAL,RETAIL_2,480,13-12-2026,15-12-2026,1,RAIN,3.9
DEL_135,CARRIER_B,WH_CENTRAL,RETAIL_3,465,14-12-2026,15-12-2026,1,RAIN,2.2
DEL_136,CARRIER_A,WH_NORTH,RETAIL_3,265,15-12-2026,15-12-2026,0,CLEAR,0.0
DEL_137,CARRIER_C,WH_NORTH,HUB_WEST,502,16-12-2026,17-12-2026,1,RAIN,1.6
DEL_138,CARRIER_A,WH_NORTH,RETAIL_2,136,17-12-2026,17-12-2026,0,CLEAR,0.1
DEL_139,CARRIER_C,WH_NORTH,RETAIL_1,290,18-12-2026,18-12-2026,0,CLEAR,0.5
DEL_140,CARRIER_A,WH_CENTRAL,RETAIL_2,75,19-12-2026,21-12-2026,1,CLEAR,3.0
DEL_141,CARRIER_A,WH_NORTH,HUB_WEST,249,20-12-2026,20-12-2026,0,CLEAR,0.3
DEL_142,CARRIER_B,WH_NORTH,HUB_WEST,299,21-12-2026,21-12-2026,0,CLEAR,0.0
DEL_143,CARRIER_C,WH_CENTRAL,RETAIL_1,485,22-12-2026,23-12-2026,1,RAIN,2.7
DEL_144,CARRIER_C,WH_NORTH,RETAIL_1,620,23-12-2026,24-12-2026,1,RAIN,1.7
DEL_145,CARRIER_A,WH_NORTH,RETAIL_2,525,24-12-2026,24-12-2026,0,CLEAR,0.0
DEL_146,CARRIER_C,WH_NORTH,HUB_WEST,566,25-12-2026,26-12-2026,1,STORM,3.7
DEL_147,CARRIER_C,WH_NORTH,RETAIL_2,536,26-12-2026,26-12-2026,0,CLEAR,0.1
DEL_148,CARRIER_A,WH_NORTH,HUB_WEST,294,27-12-2026,27-12-2026,0,CLEAR,0.4
DEL_149,CARRIER_A,WH_NORTH,RETAIL_2,328,28-12-2026,29-12-2026,1,RAIN,1.8
DEL_150,CARRIER_C,WH_CENTRAL,RETAIL_2,204,29-12-2026,29-12-2026,0,RAIN,0.7
DEL_151,CARRIER_A,WH_NORTH,RETAIL_2,269,30-12-2026,30-12-2026,0,CLEAR,0.4
DEL_152,CARRIER_B,WH_NORTH,HUB_WEST,475,31-12-2026,31-12-2026,0,CLEAR,0.0
DEL_153,CARRIER_B,WH_NORTH,RETAIL_1,439,01-01-2027,01-01-2027,0,CLEAR,0.2
DEL_154,CARRIER_B,WH_NORTH,HUB_WEST,479,02-01-2027,02-01-2027,0,CLEAR,0.3
DEL_155,CARRIER_C,WH_CENTRAL,HUB_WEST,274,03-01-2027,04-01-2027,1,RAIN,1.5
DEL_156,CARRIER_B,WH_CENTRAL,HUB_WEST,394,04-01-2027,06-01-2027,1,RAIN,2.3
DEL_157,CARRIER_B,WH_CENTRAL,HUB_WEST,180,05-01-2027,09-01-2027,1,RAIN,1.5
DEL_158,CARRIER_C,WH_CENTRAL,HUB_WEST,77,06-01-2027,07-01-2027,1,RAIN,1.7
DEL_159,CARRIER_B,WH_CENTRAL,HUB_WEST,236,07-01-2027,07-01-2027,0,CLEAR,0.3
DEL_160,CARRIER_B,WH_NORTH,RETAIL_2,515,08-01-2027,09-01-2027,1,STORM,1.2
DEL_161,CARRIER_B,WH_NORTH,HUB_WEST,308,09-01-2027,11-01-2027,1,STORM,3.1
DEL_162,CARRIER_B,WH_CENTRAL,RETAIL_1,408,10-01-2027,10-01-2027,0,CLEAR,0.1
DEL_163,CARRIER_A,WH_CENTRAL,RETAIL_1,303,11-01-2027,11-01-2027,0,RAIN,1.2
DEL_164,CARRIER_A,WH_CENTRAL,RETAIL_2,294,12-01-2027,13-01-2027,1,RAIN,2.1
DEL_165,CARRIER_C,WH_CENTRAL,RETAIL_2,526,13-01-2027,15-01-2027,1,RAIN,1.2
DEL_166,CARRIER_B,WH_CENTRAL,RETAIL_1,217,14-01-2027,14-01-2027,0,CLEAR,0.4
DEL_167,CARRIER_A,WH_CENTRAL,RETAIL_3,434,15-01-2027,16-01-2027,1,RAIN,0.9
DEL_168,CARRIER_C,WH_CENTRAL,RETAIL_1,298,16-01-2027,17-01-2027,1,STORM,3.0
DEL_169,CARRIER_B,WH_CENTRAL,RETAIL_1,405,17-01-2027,18-01-2027,1,RAIN,1.3
DEL_170,CARRIER_C,WH_NORTH,RETAIL_1,568,18-01-2027,18-01-2027,0,CLEAR,0.7
DEL_171,CARRIER_A,WH_NORTH,HUB_WEST,158,19-01-2027,19-01-2027,0,CLEAR,0.0
DEL_172,CARRIER_B,WH_NORTH,RETAIL_2,495,20-01-2027,21-01-2027,1,STORM,3.1
DEL_173,CARRIER_C,WH_NORTH,HUB_WEST,526,21-01-2027,21-01-2027,0,CLEAR,0.1
DEL_174,CARRIER_C,WH_NORTH,RETAIL_3,301,22-01-2027,22-01-2027,0,CLEAR,0.3
DEL_175,CARRIER_A,WH_NORTH,HUB_WEST,299,23-01-2027,25-01-2027,1,RAIN,2.0
DEL_176,CARRIER_C,WH_NORTH,RETAIL_3,79,24-01-2027,24-01-2027,0,CLEAR,0.2
DEL_177,CARRIER_B,WH_CENTRAL,HUB_WEST,267,25-01-2027,25-01-2027,0,CLEAR,0.7
DEL_178,CARRIER_B,WH_NORTH,RETAIL_3,332,26-01-2027,26-01-2027,0,CLEAR,0.4
DEL_179,CARRIER_C,WH_CENTRAL,RETAIL_1,297,27-01-2027,29-01-2027,1,RAIN,1.3
DEL_180,CARRIER_B,WH_CENTRAL,HUB_WEST,552,28-01-2027,29-01-2027,1,RAIN,1.3
DEL_181,CARRIER_A,WH_CENTRAL,RETAIL_3,276,29-01-2027,29-01-2027,0,CLEAR,1.3
DEL_182,CARRIER_A,WH_NORTH,RETAIL_3,534,30-01-2027,30-01-2027,0,RAIN,0.8
DEL_183,CARRIER_C,WH_NORTH,HUB_WEST,613,31-01-2027,02-02-2027,1,CLEAR,0.5
DEL_184,CARRIER_B,WH_NORTH,RETAIL_3,286,01-02-2027,02-02-2027,1,RAIN,2.1
DEL_185,CARRIER_A,WH_NORTH,RETAIL_1,598,02-02-2027,02-02-2027,0,CLEAR,0.2
DEL_186,CARRIER_C,WH_CENTRAL,RETAIL_2,271,03-02-2027,03-02-2027,0,CLEAR,0.0
DEL_187,CARRIER_B,WH_NORTH,RETAIL_1,248,04-02-2027,04-02-2027,0,CLEAR,0.3
DEL_188,CARRIER_B,WH_CENTRAL,RETAIL_3,64,05-02-2027,07-02-2027,1,STORM,4.7
DEL_189,CARRIER_A,WH_NORTH,RETAIL_1,105,06-02-2027,07-02-2027,1,STORM,2.4
DEL_190,CARRIER_C,WH_CENTRAL,HUB_WEST,155,07-02-2027,07-02-2027,0,CLEAR,0.2
DEL_191,CARRIER_C,WH_NORTH,HUB_WEST,540,08-02-2027,09-02-2027,1,STORM,5.5
DEL_192,CARRIER_A,WH_CENTRAL,RETAIL_3,539,09-02-2027,10-02-2027,1,RAIN,2.9
DEL_193,CARRIER_A,WH_NORTH,HUB_WEST,125,10-02-2027,11-02-2027,1,RAIN,1.5
DEL_194,CARRIER_C,WH_CENTRAL,RETAIL_2,202,11-02-2027,11-02-2027,0,RAIN,1.1
DEL_195,CARRIER_C,WH_NORTH,RETAIL_1,304,12-02-2027,12-02-2027,0,CLEAR,0.1
DEL_196,CARRIER_B,WH_CENTRAL,HUB_WEST,511,13-02-2027,16-02-2027,1,STORM,3.4
DEL_197,CARRIER_B,WH_NORTH,RETAIL_3,111,14-02-2027,14-02-2027,0,RAIN,1.8
DEL_198,CARRIER_C,WH_CENTRAL,RETAIL_2,266,15-02-2027,16-02-2027,1,STORM,3.7
DEL_199,CARRIER_A,WH_CENTRAL,RETAIL_2,227,16-02-2027,16-02-2027,0,CLEAR,0.8
DEL_200,CARRIER_A,WH_CENTRAL,HUB_WEST,511,17-02-2027,19-02-2027,1,STORM,4.4
DEL_201,CARRIER_B,WH_NORTH,RETAIL_1,287,18-02-2027,19-02-2027,1,STORM,3.5
DEL_202,CARRIER_B,WH_NORTH,RETAIL_1,289,19-02-2027,19-02-2027,0,CLEAR,1.1
DEL_203,CARRIER_C,WH_CENTRAL,HUB_WEST,167,20-02-2027,20-02-2027,0,CLEAR,0.2
DEL_204,CARRIER_C,WH_CENTRAL,RETAIL_3,195,21-02-2027,21-02-2027,0,CLEAR,0.0
DEL_205,CARRIER_A,WH_NORTH,RETAIL_3,499,22-02-2027,23-02-2027,1,STORM,3.5
DEL_206,CARRIER_C,WH_NORTH,HUB_WEST,328,23-02-2027,24-02-2027,1,RAIN,1.6
DEL_207,CARRIER_B,WH_NORTH,RETAIL_1,90,24-02-2027,24-02-2027,0,CLEAR,0.9
DEL_208,CARRIER_C,WH_NORTH,RETAIL_3,76,25-02-2027,25-02-2027,0,RAIN,2.0
DEL_209,CARRIER_A,WH_CENTRAL,RETAIL_1,325,26-02-2027,26-02-2027,0,RAIN,1.1
DEL_210,CARRIER_C,WH_CENTRAL,RETAIL_2,531,27-02-2027,28-02-2027,1,RAIN,2.5
DEL_211,CARRIER_B,WH_NORTH,RETAIL_2,496,28-02-2027,01-03-2027,1,CLEAR,0.6
DEL_212,CARRIER_A,WH_NORTH,RETAIL_3,468,01-03-2027,02-03-2027,1,STORM,5.0
DEL_213,CARRIER_C,WH_CENTRAL,RETAIL_2,387,02-03-2027,02-03-2027,0,CLEAR,0.4
DEL_214,CARRIER_B,WH_NORTH,HUB_WEST,613,03-03-2027,04-03-2027,1,RAIN,1.0
DEL_215,CARRIER_A,WH_NORTH,RETAIL_3,381,04-03-2027,04-03-2027,0,CLEAR,0.0
DEL_216,CARRIER_B,WH_CENTRAL,HUB_WEST,473,05-03-2027,05-03-2027,0,CLEAR,0.2
DEL_217,CARRIER_C,WH_NORTH,HUB_WEST,502,06-03-2027,08-03-2027,1,STORM,3.4
DEL_218,CARRIER_A,WH_NORTH,RETAIL_2,344,07-03-2027,08-03-2027,1,RAIN,2.6
DEL_219,CARRIER_C,WH_NORTH,RETAIL_1,79,08-03-2027,12-03-2027,1,STORM,3.2
DEL_220,CARRIER_C,WH_CENTRAL,RETAIL_2,368,09-03-2027,09-03-2027,0,CLEAR,0.2
DEL_221,CARRIER_C,WH_NORTH,RETAIL_1,280,10-03-2027,10-03-2027,0,CLEAR,0.3
DEL_222,CARRIER_A,WH_NORTH,RETAIL_1,207,11-03-2027,11-03-2027,0,CLEAR,0.0
DEL_223,CARRIER_C,WH_NORTH,RETAIL_3,475,12-03-2027,12-03-2027,0,CLEAR,0.7
DEL_224,CARRIER_B,WH_CENTRAL,HUB_WEST,614,13-03-2027,13-03-2027,0,CLEAR,0.3
DEL_225,CARRIER_A,WH_CENTRAL,RETAIL_1,332,14-03-2027,14-03-2027,0,CLEAR,0.1
DEL_226,CARRIER_B,WH_NORTH,RETAIL_3,52,15-03-2027,15-03-2027,0,CLEAR,0.1
DEL_227,CARRIER_B,WH_NORTH,RETAIL_2,507,16-03-2027,16-03-2027,0,CLEAR,0.2
DEL_228,CARRIER_B,WH_NORTH,HUB_WEST,516,17-03-2027,20-03-2027,1,RAIN,1.2
DEL_229,CARRIER_A,WH_CENTRAL,HUB_WEST,289,18-03-2027,21-03-2027,1,STORM,4.1
DEL_230,CARRIER_B,WH_CENTRAL,RETAIL_3,534,19-03-2027,19-03-2027,0,RAIN,1.3
DEL_231,CARRIER_C,WH_NORTH,HUB_WEST,205,20-03-2027,20-03-2027,0,CLEAR,0.2
DEL_232,CARRIER_A,WH_CENTRAL,RETAIL_3,152,21-03-2027,21-03-2027,0,CLEAR,0.4
DEL_233,CARRIER_B,WH_CENTRAL,HUB_WEST,65,22-03-2027,22-03-2027,0,CLEAR,0.1
DEL_234,CARRIER_B,WH_CENTRAL,RETAIL_1,530,23-03-2027,23-03-2027,0,CLEAR,0.2
DEL_235,CARRIER_B,WH_NORTH,HUB_WEST,132,24-03-2027,24-03-2027,0,CLEAR,0.2
DEL_236,CARRIER_C,WH_NORTH,RETAIL_3,549,25-03-2027,25-03-2027,0,CLEAR,0.1
DEL_237,CARRIER_A,WH_CENTRAL,RETAIL_2,344,26-03-2027,26-03-2027,0,CLEAR,0.1
