sku_id,date,quantity_demanded,location_id
SKU_102,2026-06-22,72,LOC_SOUTH
SKU_102,2026-06-23,80,LOC_SOUTH
SKU_102,2026-06-24,84,LOC_NORTH
SKU_102,2026-06-25,73,LOC_NORTH
SKU_102,2026-06-26,63,LOC_SOUTH
SKU_102,2026-06-27,62,LOC_SOUTH
SKU_102,2026-06-28,64,LOC_SOUTH
SKU_102,2026-06-29,76,LOC_SOUTH
SKU_102,2026-06-30,88,LOC_SOUTH
SKU_102,2026-07-01,76,LOC_SOUTH
SKU_102,2026-07-02,70,LOC_SOUTH
SKU_102,2026-07-03,68,LOC_SOUTH
SKU_102,2026-07-04,62,LOC_NORTH
SKU_102,2026-07-05,64,LOC_SOUTH
SKU_102,2026-07-06,70,LOC_SOUTH
SKU_102,2026-07-07,86,LOC_NORTH
SKU_102,2026-07-08,78,LOC_NORTH
SKU_102,2026-07-09,78,LOC_NORTH
SKU_102,2026-07-10,58,LOC_NORTH
SKU_102,2026-07-11,55,LOC_SOUTH
SKU_102,2026-07-12,67,LOC_SOUTH
SKU_102,2026-07-13,71,LOC_SOUTH
SKU_102,2026-07-14,81,LOC_NORTH
SKU_102,2026-07-15,72,LOC_NORTH
SKU_102,2026-07-16,72,LOC_SOUTH
SKU_102,2026-07-17,71,LOC_SOUTH
SKU_102,2026-07-18,64,LOC_NORTH
SKU_102,2026-07-19,78,LOC_SOUTH
SKU_102,2026-07-20,71,LOC_NORTH
SKU_102,2026-07-21,70,LOC_SOUTH
SKU_102,2026-07-22,80,LOC_NORTH
SKU_102,2026-07-23,79,LOC_NORTH
SKU_102,2026-07-24,57,LOC_NORTH
SKU_102,2026-07-25,57,LOC_NORTH
SKU_102,2026-07-26,61,LOC_SOUTH
SKU_102,2026-07-27,60,LOC_SOUTH
SKU_102,2026-07-28,78,LOC_NORTH
SKU_102,2026-07-29,76,LOC_NORTH
SKU_102,2026-07-30,83,LOC_NORTH
SKU_102,2026-07-31,62,LOC_SOUTH
SKU_102,2026-08-01,56,LOC_NORTH
SKU_102,2026-08-02,66,LOC_NORTH
SKU_102,2026-08-03,68,LOC_NORTH
SKU_102,2026-08-04,76,LOC_SOUTH
SKU_102,2026-08-05,73,LOC_NORTH
SKU_102,2026-08-06,72,LOC_NORTH
SKU_102,2026-08-07,68,LOC_NORTH
SKU_102,2026-08-08,56,LOC_SOUTH
SKU_102,2026-08-09,66,LOC_SOUTH
SKU_102,2026-08-10,69,LOC_NORTH
SKU_102,2026-08-11,79,LOC_NORTH
SKU_102,2026-08-12,82,LOC_SOUTH
SKU_102,2026-08-13,74,LOC_NORTH
SKU_102,2026-08-14,61,LOC_SOUTH
SKU_102,2026-08-15,68,LOC_NORTH
SKU_102,2026-08-16,62,LOC_SOUTH
SKU_102,2026-08-17,74,LOC_SOUTH
SKU_102,2026-08-18,81,LOC_NORTH
SKU_102,2026-08-19,72,LOC_NORTH
SKU_102,2026-08-20,73,LOC_SOUTH
SKU_102,2026-08-21,71,LOC_NORTH
SKU_102,2026-08-22,68,LOC_SOUTH
SKU_102,2026-08-23,63,LOC_SOUTH
SKU_102,2026-08-24,80,LOC_SOUTH
SKU_102,2026-08-25,76,LOC_SOUTH
SKU_102,2026-08-26,75,LOC_SOUTH
SKU_102,2026-08-27,66,LOC_NORTH
SKU_102,2026-08-28,63,LOC_SOUTH
SKU_102,2026-08-29,59,LOC_NORTH
SKU_103,2026-06-01,21,LOC_NORTH
SKU_103,2026-06-02,34,LOC_NORTH
SKU_103,2026-06-03,39,LOC_SOUTH
SKU_103,2026-06-04,24,LOC_NORTH
SKU_103,2026-06-05,17,LOC_SOUTH
SKU_103,2026-06-06,22,LOC_NORTH
SKU_103,2026-06-07,22,LOC_SOUTH
SKU_103,2026-06-08,36,LOC_NORTH
SKU_103,2026-06-09,28,LOC_SOUTH
SKU_103,2026-06-10,35,LOC_NORTH
SKU_103,2026-06-11,31,LOC_SOUTH
SKU_103,2026-06-12,33,LOC_SOUTH
SKU_103,2026-06-13,2,LOC_NORTH
SKU_103,2026-06-14,15,LOC_SOUTH
SKU_103,2026-06-15,18,LOC_SOUTH
SKU_103,2026-06-16,29,LOC_SOUTH
SKU_103,2026-06-17,35,LOC_NORTH
SKU_103,2026-06-18,32,LOC_SOUTH
SKU_103,2026-06-19,23,LOC_NORTH
SKU_103,2026-06-20,29,LOC_SOUTH
SKU_103,2026-06-21,15,LOC_SOUTH
SKU_103,2026-06-22,30,LOC_SOUTH
SKU_103,2026-06-23,34,LOC_SOUTH
SKU_103,2026-06-24,38,LOC_SOUTH
SKU_103,2026-06-25,32,LOC_SOUTH
SKU_103,2026-06-26,26,LOC_NORTH
SKU_103,2026-06-27,15,LOC_NORTH
SKU_103,2026-06-28,30,LOC_NORTH
SKU_103,2026-06-29,27,LOC_NORTH
SKU_103,2026-06-30,38,LOC_SOUTH
SKU_103,2026-07-01,35,LOC_SOUTH
SKU_103,2026-07-02,33,LOC_NORTH
SKU_103,2026-07-03,20,LOC_SOUTH
SKU_103,2026-07-04,22,LOC_SOUTH
SKU_103,2026-07-05,24,LOC_NORTH
SKU_103,2026-07-06,35,LOC_SOUTH
SKU_103,2026-07-07,39,LOC_NORTH
SKU_103,2026-07-08,40,LOC_SOUTH
SKU_103,2026-07-09,35,LOC_SOUTH
SKU_103,2026-07-10,20,LOC_NORTH
SKU_103,2026-07-11,18,LOC_SOUTH
SKU_103,2026-07-12,20,LOC_NORTH
SKU_103,2026-07-13,24,LOC_SOUTH
SKU_103,2026-07-14,41,LOC_SOUTH
SKU_103,2026-07-15,36,LOC_NORTH
SKU_103,2026-07-16,37,LOC_NORTH
SKU_103,2026-07-17,21,LOC_NORTH
SKU_103,2026-07-18,19,LOC_NORTH
SKU_103,2026-07-19,26,LOC_SOUTH
SKU_103,2026-07-20,28,LOC_NORTH
SKU_103,2026-07-21,34,LOC_SOUTH
SKU_103,2026-07-22,42,LOC_NORTH
SKU_103,2026-07-23,33,LOC_SOUTH
SKU_103,2026-07-24,23,LOC_SOUTH
SKU_103,2026-07-25,27,LOC_NORTH
SKU_103,2026-07-26,25,LOC_NORTH
SKU_103,2026-07-27,22,LOC_NORTH
SKU_103,2026-07-28,29,LOC_NORTH
SKU_103,2026-07-29,41,LOC_NORTH
SKU_103,2026-07-30,35,LOC_NORTH
SKU_103,2026-07-31,23,LOC_NORTH
SKU_103,2026-08-01,13,LOC_SOUTH
SKU_103,2026-08-02,9,LOC_NORTH
SKU_103,2026-08-03,36,LOC_NORTH
SKU_103,2026-08-04,31,LOC_SOUTH
SKU_103,2026-08-05,36,LOC_NORTH
SKU_103,2026-08-06,35,LOC_NORTH
SKU_103,2026-08-07,30,LOC_SOUTH
SKU_103,2026-08-08,19,LOC_SOUTH
SKU_103,2026-08-09,17,LOC_NORTH
SKU_103,2026-08-10,30,LOC_NORTH
SKU_103,2026-08-11,40,LOC_NORTH
SKU_103,2026-08-12,30,LOC_SOUTH
SKU_103,2026-08-13,25,LOC_NORTH
SKU_103,2026-08-14,20,LOC_NORTH
SKU_103,2026-08-15,25,LOC_NORTH
SKU_103,2026-08-16,21,LOC_NORTH
SKU_103,2026-08-17,35,LOC_SOUTH
SKU_103,2026-08-18,34,LOC_SOUTH
SKU_103,2026-08-19,37,LOC_SOUTH
SKU_103,2026-08-20,33,LOC_NORTH
SKU_103,2026-08-21,19,LOC_NORTH
SKU_103,2026-08-22,20,LOC_NORTH
SKU_103,2026-08-23,20,LOC_SOUTH
SKU_103,2026-08-24,31,LOC_SOUTH
SKU_103,2026-08-25,33,LOC_NORTH
SKU_103,2026-08-26,38,LOC_NORTH
SKU_103,2026-08-27,37,LOC_SOUTH
SKU_103,2026-08-28,24,LOC_SOUTH
SKU_103,2026-08-29,14,LOC_NORTH
SKU_104,2026-06-01,44,LOC_NORTH
SKU_104,2026-06-02,49,LOC_NORTH
SKU_104,2026-06-03,53,LOC_SOUTH
SKU_104,2026-06-04,51,LOC_NORTH
SKU_104,2026-06-05,44,LOC_SOUTH
SKU_104,2026-06-06,24,LOC_SOUTH
SKU_104,2026-06-07,29,LOC_SOUTH
SKU_104,2026-06-08,31,LOC_SOUTH
SKU_104,2026-06-09,42,LOC_NORTH
SKU_104,2026-06-10,49,LOC_SOUTH
SKU_104,2026-06-11,33,LOC_SOUTH
SKU_104,2026-06-12,36,LOC_NORTH
SKU_104,2026-06-13,25,LOC_SOUTH
SKU_104,2026-06-14,34,LOC_NORTH
SKU_104,2026-06-15,43,LOC_SOUTH
SKU_104,2026-06-16,55,LOC_SOUTH
SKU_104,2026-06-17,55,LOC_SOUTH
SKU_104,2026-06-18,42,LOC_NORTH
SKU_104,2026-06-19,37,LOC_NORTH
SKU_104,2026-06-20,25,LOC_NORTH
SKU_104,2026-06-21,32,LOC_NORTH
SKU_104,2026-06-22,47,LOC_NORTH
SKU_104,2026-06-23,48,LOC_SOUTH
SKU_104,2026-06-24,51,LOC_SOUTH
SKU_104,2026-06-25,46,LOC_NORTH
SKU_104,2026-06-26,37,LOC_NORTH
SKU_104,2026-06-27,30,LOC_SOUTH
SKU_104,2026-06-28,26,LOC_NORTH
SKU_104,2026-06-29,43,LOC_SOUTH
SKU_104,2026-06-30,53,LOC_NORTH
SKU_104,2026-07-01,58,LOC_SOUTH
SKU_104,2026-07-02,55,LOC_NORTH
SKU_104,2026-07-03,40,LOC_SOUTH
SKU_104,2026-07-04,30,LOC_SOUTH
SKU_104,2026-07-05,36,LOC_SOUTH
SKU_104,2026-07-06,51,LOC_NORTH
SKU_104,2026-07-07,62,LOC_SOUTH
SKU_104,2026-07-08,62,LOC_NORTH
SKU_104,2026-07-09,43,LOC_NORTH
SKU_104,2026-07-10,39,LOC_NORTH
SKU_104,2026-07-11,38,LOC_SOUTH
SKU_104,2026-07-12,44,LOC_NORTH
SKU_104,2026-07-13,43,LOC_SOUTH
SKU_104,2026-07-14,51,LOC_SOUTH
SKU_104,2026-07-15,60,LOC_SOUTH
SKU_104,2026-07-16,41,LOC_NORTH
SKU_104,2026-07-17,46,LOC_SOUTH
SKU_104,2026-07-18,35,LOC_NORTH
SKU_104,2026-07-19,46,LOC_SOUTH
SKU_104,2026-07-20,47,LOC_SOUTH
SKU_104,2026-07-21,59,LOC_NORTH
SKU_104,2026-07-22,58,LOC_NORTH
SKU_104,2026-07-23,43,LOC_SOUTH
SKU_104,2026-07-24,42,LOC_NORTH
SKU_104,2026-07-25,38,LOC_NORTH
SKU_104,2026-07-26,42,LOC_SOUTH
SKU_104,2026-07-27,41,LOC_NORTH
SKU_104,2026-07-28,59,LOC_NORTH
SKU_104,2026-07-29,52,LOC_SOUTH
SKU_104,2026-07-30,55,LOC_NORTH
SKU_104,2026-07-31,44,LOC_NORTH
SKU_104,2026-08-01,44,LOC_SOUTH
SKU_104,2026-08-02,39,LOC_NORTH
SKU_104,2026-08-03,47,LOC_NORTH
SKU_104,2026-08-04,54,LOC_NORTH
SKU_104,2026-08-05,55,LOC_SOUTH
SKU_104,2026-08-06,47,LOC_SOUTH
SKU_104,2026-08-07,45,LOC_NORTH
SKU_104,2026-08-08,50,LOC_NORTH
SKU_104,2026-08-09,43,LOC_SOUTH
SKU_104,2026-08-10,53,LOC_NORTH
SKU_104,2026-08-11,65,LOC_SOUTH
SKU_104,2026-08-12,60,LOC_NORTH
SKU_104,2026-08-13,54,LOC_SOUTH
SKU_104,2026-08-14,43,LOC_NORTH
SKU_104,2026-08-15,45,LOC_NORTH
SKU_104,2026-08-16,43,LOC_SOUTH
SKU_104,2026-08-17,40,LOC_SOUTH
SKU_104,2026-08-18,57,LOC_NORTH
SKU_104,2026-08-19,51,LOC_SOUTH
SKU_104,2026-08-20,60,LOC_SOUTH
SKU_104,2026-08-21,50,LOC_NORTH
SKU_104,2026-08-22,38,LOC_SOUTH
SKU_104,2026-08-23,46,LOC_SOUTH
SKU_104,2026-08-24,45,LOC_NORTH
SKU_104,2026-08-25,62,LOC_NORTH
SKU_104,2026-08-26,63,LOC_NORTH
SKU_104,2026-08-27,58,LOC_NORTH
SKU_104,2026-08-28,47,LOC_SOUTH
SKU_104,2026-08-29,39,LOC_NORTH
SKU_105,2026-06-01,44,LOC_NORTH
SKU_105,2026-06-02,48,LOC_NORTH
SKU_105,2026-06-03,41,LOC_NORTH
SKU_105,2026-06-04,40,LOC_SOUTH
SKU_105,2026-06-05,39,LOC_NORTH
SKU_105,2026-06-06,29,LOC_SOUTH
SKU_105,2026-06-07,26,LOC_SOUTH
SKU_105,2026-06-08,33,LOC_SOUTH
SKU_105,2026-06-09,49,LOC_SOUTH
SKU_105,2026-06-10,56,LOC_NORTH
SKU_105,2026-06-11,41,LOC_NORTH
SKU_105,2026-06-12,33,LOC_NORTH
SKU_105,2026-06-13,24,LOC_NORTH
SKU_105,2026-06-14,27,LOC_SOUTH
SKU_105,2026-06-15,33,LOC_NORTH
SKU_105,2026-06-16,42,LOC_NORTH
SKU_105,2026-06-17,47,LOC_SOUTH
SKU_105,2026-06-18,37,LOC_NORTH
SKU_105,2026-06-19,35,LOC_SOUTH
SKU_105,2026-06-20,27,LOC_NORTH
SKU_105,2026-06-21,27,LOC_SOUTH
SKU_105,2026-06-22,41,LOC_SOUTH
SKU_105,2026-06-23,48,LOC_NORTH
SKU_105,2026-06-24,49,LOC_NORTH
SKU_105,2026-06-25,34,LOC_SOUTH
SKU_105,2026-06-26,36,LOC_NORTH
SKU_105,2026-06-27,26,LOC_NORTH
SKU_105,2026-06-28,25,LOC_SOUTH
SKU_105,2026-06-29,30,LOC_NORTH
SKU_105,2026-06-30,46,LOC_NORTH
SKU_105,2026-07-01,41,LOC_NORTH
SKU_105,2026-07-02,47,LOC_SOUTH
SKU_105,2026-07-03,34,LOC_NORTH
SKU_105,2026-07-04,23,LOC_NORTH
SKU_105,2026-07-05,30,LOC_SOUTH
SKU_105,2026-07-06,37,LOC_NORTH
SKU_105,2026-07-07,52,LOC_NORTH
SKU_105,2026-07-08,46,LOC_NORTH
SKU_105,2026-07-09,49,LOC_NORTH
SKU_105,2026-07-10,39,LOC_NORTH
SKU_105,2026-07-11,17,LOC_SOUTH
SKU_105,2026-07-12,28,LOC_NORTH
SKU_105,2026-07-13,41,LOC_SOUTH
SKU_105,2026-07-14,48,LOC_NORTH
SKU_105,2026-07-15,50,LOC_SOUTH
SKU_105,2026-07-16,44,LOC_SOUTH
SKU_105,2026-07-17,35,LOC_NORTH
SKU_105,2026-07-18,31,LOC_NORTH
SKU_105,2026-07-19,30,LOC_NORTH
SKU_105,2026-07-20,38,LOC_NORTH
SKU_105,2026-07-21,51,LOC_SOUTH
SKU_105,2026-07-22,56,LOC_SOUTH
SKU_105,2026-07-23,49,LOC_NORTH
SKU_105,2026-07-24,35,LOC_SOUTH
SKU_105,2026-07-25,30,LOC_SOUTH
SKU_105,2026-07-26,40,LOC_SOUTH
SKU_105,2026-07-27,32,LOC_NORTH
SKU_105,2026-07-28,47,LOC_NORTH
SKU_105,2026-07-29,43,LOC_NORTH
SKU_105,2026-07-30,46,LOC_NORTH
SKU_105,2026-07-31,41,LOC_SOUTH
SKU_105,2026-08-01,21,LOC_SOUTH
SKU_105,2026-08-02,29,LOC_SOUTH
SKU_105,2026-08-03,43,LOC_NORTH
SKU_105,2026-08-04,42,LOC_SOUTH
SKU_105,2026-08-05,57,LOC_SOUTH
SKU_105,2026-08-06,49,LOC_SOUTH
SKU_105,2026-08-07,44,LOC_SOUTH
SKU_105,2026-08-08,33,LOC_SOUTH
SKU_105,2026-08-09,36,LOC_NORTH
SKU_105,2026-08-10,37,LOC_NORTH
SKU_105,2026-08-11,46,LOC_NORTH
SKU_105,2026-08-12,53,LOC_SOUTH
SKU_105,2026-08-13,45,LOC_NORTH
SKU_105,2026-08-14,37,LOC_SOUTH
SKU_105,2026-08-15,37,LOC_NORTH
SKU_105,2026-08-16,34,LOC_NORTH
SKU_105,2026-08-17,38,LOC_SOUTH
SKU_105,2026-08-18,49,LOC_SOUTH
SKU_105,2026-08-19,50,LOC_NORTH
SKU_105,2026-08-20,52,LOC_NORTH
SKU_105,2026-08-21,46,LOC_SOUTH
SKU_105,2026-08-22,26,LOC_NORTH
SKU_105,2026-08-23,37,LOC_SOUTH
SKU_105,2026-08-24,35,LOC_NORTH
SKU_105,2026-08-25,59,LOC_SOUTH
SKU_105,2026-08-26,55,LOC_NORTH
SKU_105,2026-08-27,62,LOC_NORTH
SKU_105,2026-08-28,41,LOC_SOUTH
SKU_105,2026-08-29,38,LOC_NORTH
